request_id,complexity,z,query_tokens,answer_need_tokens,freshness_sensitive,rag_tokens,rag_confidence,requirement_json,rag_coverage_json
1000010,medium,0.6820922289363729,770,920,False,3277,0.7209823051674975,"[0.0, 0.14362649030924868, 0.0, 0.45497689331817515, 0.40139661637257623, 0.0]","[0.13878597338241336, 0.7612528463180508, 0.20071748800962194, 0.6365897659374921, 0.6555957743957983, 0.1871946199818201]"
1000011,complex,0.7824384134824199,1534,1450,False,3653,0.383970275554964,"[0.0, 0.3391455241344218, 0.5810500955872258, 0.07980438027835239, 0.0, 0.0]","[0.06253547661853448, 0.3022288121076476, 0.39042527416887507, 0.5096971604663315, 0.15919625063455123, 0.08010469147198274]"
1000012,medium,0.39249173650467883,680,920,False,2895,0.6015101179751394,"[0.1957777097989255, 0.0, 0.0, 0.6809686534581266, 0.0, 0.12325363674294794]","[0.6284398823502311, 0.1381883955368432, 0.16809326178757175, 0.5960090019531342, 0.15477249213275981, 0.6650179980110547]"
1000013,complex,0.8537965801914559,1119,1450,False,4735,0.3374843207640251,"[0.0, 0.22150210666335826, 0.1465157151986852, 0.06400392617608265, 0.39236684376753095, 0.17561140819434298]","[0.13958682177071147, 0.4663242784068212, 0.3222857375096806, 0.09714578895327836, 0.3828336203490265, 0.44208573803043605]"
1000014,medium,0.3511930289318331,396,920,False,2052,0.5825615710910823,"[0.0, 0.0, 0.40331276794985704, 0.5966872320501431, 0.0, 0.0]","[0.16422757801529334, 0.1741481491392966, 0.523240280260933, 0.639431995125788, 0.18438532368695534, 0.13804999060803352]"
1000015,simple,0.1977625856910688,183,520,False,1218,0.5506450703505541,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.517951258869204, 0.2388007247034167, 0.21671231142988726, 0.23498295306547612, 0.20752754522073977, 0.2370286315282982]"
1000016,simple,0.08701495897251209,426,520,False,1236,0.8687271269028675,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.21066939285083253, 0.2329950677459262, 0.2369534982273003, 0.1918536589805556, 0.24294580343063263, 0.7965973485181874]"
1000017,complex,0.8677732232877816,1028,1450,False,5047,0.4713981110506379,"[0.23196408398890553, 0.15641200339620667, 0.08776632687249832, 0.0, 0.2410550171075431, 0.2828025686348463]","[0.5374627219962584, 0.46712675676269516, 0.3262992053222821, 0.11875069662010532, 0.30094485146778766, 0.606141490735]"
1000018,simple,0.2761226573907979,233,520,True,1637,0.6392462405340851,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.24849689899707608, 0.537216819683327, 0.19211018523775938, 0.18371582326941086, 0.22078127445526152, 0.20671579723897615]"
1000019,simple,0.2307682900057913,213,520,False,1387,0.722773925312376,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.18675648774902376, 0.2471139649345534, 0.6480676715419208, 0.1970423559101466, 0.23296907725530222, 0.1990105449789469]"
1000020,simple,0.23056683586129567,308,520,True,1277,0.7555173513751509,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.22229911464732413, 0.7226780840203293, 0.20167380459566775, 0.2753361848405197, 0.26496735590950315, 0.24473868319917885]"
1000021,simple,0.31726465403499843,382,520,False,1711,0.6125796435302371,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.2216847592839302, 0.24577677593184988, 0.24228757377523746, 0.6293716233984621, 0.2634508766059779, 0.22788202116345208]"
1000022,simple,0.22472567233296886,392,520,False,1368,0.5373322113301114,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.2353530052342915, 0.1999355240154899, 0.5865000399668137, 0.23359961965761222, 0.19011949416404197, 0.1945660644522932]"
1000023,medium,0.5253832271950127,608,920,True,3267,0.6293453038826561,"[0.1760677976224885, 0.0, 0.6540284332597774, 0.16990376911773408, 0.0, 0.0]","[0.3109007879937919, 0.20311141186189846, 0.6172734282941341, 0.7727917506294625, 0.17461342889718953, 0.19159078944969476]"
1000024,medium,0.5427067368645448,546,920,False,2291,0.48635139432110414,"[0.0, 0.0, 0.09236741977334319, 0.9076325802266567, 0.0, 0.0]","[0.15853536749769737, 0.20744467037360198, 0.6643693520505195, 0.5177743978019118, 0.2032050789004856, 0.2185493580014949]"
1000025,medium,0.5029030206867438,475,920,False,2346,0.7204469522169078,"[0.0, 0.5417849421339898, 0.0, 0.45821505786601024, 0.0, 0.0]","[0.17676859580389326, 0.6699475864211819, 0.18879134813214202, 0.6930077034646388, 0.1517139377156768, 0.17462234031228072]"
1000026,simple,0.2894882823617259,255,520,False,1707,0.7931686595191079,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.216928707195398, 0.26741260958726054, 0.7763944217224906, 0.26623080151361944, 0.21868224369695224, 0.2138806026984335]"
1000027,complex,0.7334260773431085,965,1450,False,4674,0.41575819959394317,"[0.24283371652957034, 0.10812339726602828, 0.0, 0.3945519232549537, 0.17527403860931667, 0.07921692434013096]","[0.3863720926802375, 0.3821494868375991, 0.11877525430637378, 0.4143905735838218, 0.4609227482975687, 0.25976296739515453]"
1000028,medium,0.6307534165025146,528,920,False,2437,0.41249899850527455,"[0.0, 0.6618832577790329, 0.0, 0.0, 0.0, 0.33811674222096716]","[0.17345461879107232, 0.49080274336099655, 0.16437791622878917, 0.18551048516842805, 0.16557340280988117, 0.2685120877046497]"
1000029,simple,0.25835140564795656,263,520,False,1167,0.5554621467328894,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.18302255654624663, 0.14079072184962196, 0.26415859340637904, 0.6735001163828545, 0.20284495840113825, 0.19486357264860354]"
1000030,simple,0.27903624471250954,179,520,False,1126,0.7582155566999509,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.19349932844956166, 0.23163582145640146, 0.27286486732427806, 0.759483962386777, 0.1973332472696772, 0.1805962910250061]"
1000031,complex,0.8713892105777221,1225,1450,False,4289,0.520194424998638,"[0.379887155483414, 0.039920828803601614, 0.0, 0.0, 0.04524163342171285, 0.5349503822912717]","[0.5196523530858661, 0.448067369593691, 0.12107891983384644, 0.109986872477646, 0.4582768215019831, 0.5659763005606684]"
1000032,complex,0.7618072604925826,1255,1450,False,4616,0.4216087378035159,"[0.0, 0.07392329419505632, 0.31284691600828524, 0.16029041263450214, 0.12251238055442899, 0.33042699660772723]","[0.04824993588832435, 0.37377148287854256, 0.2933800663585534, 0.41418144701799886, 0.32185789994235625, 0.42294574675858776]"
1000033,medium,0.39499231928630574,761,920,True,2968,0.5045464338999506,"[0.0, 0.061217300292131335, 0.6451938805233767, 0.0, 0.293588819184492, 0.0]","[0.15097123547830152, 0.7020792243743718, 0.6154119264541376, 0.1235659241341582, 0.575525827562575, 0.17529750151426068]"
1000034,medium,0.6251235231215614,517,920,True,3110,0.5825903742254492,"[0.07305869304070668, 0.345928299671987, 0.5810130072873062, 0.0, 0.0, 0.0]","[0.34524047828938936, 0.40416590072827674, 0.7106270267014704, 0.14435429215810527, 0.15726696908247315, 0.20367403233127593]"
1000035,complex,0.8941450009653593,1128,1450,True,4532,0.27619092602689965,"[0.08650893499828205, 0.05949866772188157, 0.6701891870663785, 0.05060346826615538, 0.13319974194730233, 0.0]","[0.1774758583216962, 0.3243231130366706, 0.44932056923469543, 0.33001598997426773, 0.06743366761322735, 0.13445319247947]"
1000036,complex,0.9114664783809614,984,1450,True,4300,0.3086504375991608,"[0.12182942517098727, 0.01357077354250664, 0.11673952492044391, 0.26896561167154875, 0.0, 0.47889466469451347]","[0.14930300058766519, 0.3036659688676516, 0.4291154025457712, 0.09783991132459316, 0.08098952643733412, 0.5430057597666605]"
1000037,complex,0.7857477139147553,1250,1450,False,3311,0.4076668890526094,"[0.2004663576368, 0.5765591258659717, 0.22297451649722824, 0.0, 0.0, 0.0]","[0.27389233758431464, 0.422643315908652, 0.3440108853472694, 0.19024266369510984, 0.13686127602440387, 0.05587311248173118]"
1000038,medium,0.613729914094578,461,920,False,3245,0.548335958764318,"[0.0649813255446521, 0.0, 0.154784361696084, 0.0, 0.780234312759264, 0.0]","[0.5571635097474027, 0.07670199744871457, 0.6218305637238523, 0.1589911774629572, 0.5488633566576674, 0.1798003542123971]"
1000039,complex,0.9117594540931695,1052,1450,False,3501,0.2297796159207817,"[0.0, 0.48301630700089043, 0.30664211283160775, 0.0, 0.21034158016750187, 0.0]","[0.0825883708274306, 0.23555908190310643, 0.3914637295610328, 0.0958826962731549, 0.31584620020292864, 0.17346324177865655]"
1000040,medium,0.6086662330671784,544,920,False,2439,0.5334932813094275,"[0.0, 0.0, 0.0, 0.47634833756054573, 0.5236516624394542, 0.0]","[0.12193730163191699, 0.17407543347015939, 0.15568764640888577, 0.6631895959976971, 0.6054560651653784, 0.18985038766634868]"
1000041,complex,0.9563913712495204,951,1450,False,4978,0.3245844873710426,"[0.04885956585300478, 0.272868839422099, 0.27491594123076046, 0.16667951415234966, 0.23667613934178613, 0.0]","[0.21255925207934506, 0.3568250738930729, 0.3538632774914488, 0.3740866739396421, 0.2707051793188034, 0.07162862490264049]"
1000042,simple,0.19525328570964473,300,520,False,1060,0.7456392100819663,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.19829468522638133, 0.288, 0.22370998432332898, 0.24075339101103202, 0.19255624558383272, 0.8073690285145906]"
1000043,simple,0.24211725393341876,215,520,True,1382,0.8197296718310233,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.1905950308615422, 0.2125829697121255, 0.21039050432203135, 0.17400153572823526, 0.16530503609395522, 0.7837163674002212]"
1000044,complex,0.9169573476328097,901,1450,False,3961,0.30151213894712203,"[0.0, 0.0, 0.1533018712594024, 0.24184954109210235, 0.20836504563505018, 0.39648354201344504]","[0.1029424321807921, 0.12074169926737144, 0.3303218827396104, 0.3979876367910758, 0.48743006242356723, 0.2449521914761566]"
1000045,simple,0.1297214151795702,199,520,False,1691,0.9903920937599721,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.96, 0.22125628678327497, 0.17367128541323734, 0.23114576864533015, 0.18496089947377223, 0.23070603653484567]"
1000046,simple,0.087045577132878,390,520,False,1186,0.9524694253978916,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.2183502279604664, 0.96, 0.22065874344706737, 0.20538168336002752, 0.24497348422256518, 0.24022642290164978]"
1000047,simple,0.20326132787588158,380,520,False,1114,0.67341615046424,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.2814821013813888, 0.20963961277245038, 0.21535413510448942, 0.6390978415487403, 0.27970304601721313, 0.21124547750233436]"
1000048,medium,0.5103069129742007,479,920,False,3041,0.4843545254391987,"[0.0, 0.0, 0.0, 0.3645052311884816, 0.30110759788433517, 0.3343871709271832]","[0.14913307681320537, 0.1534361103072976, 0.16213787891992154, 0.5180368316356214, 0.3528910560699704, 0.6993284690496034]"
1000049,medium,0.4880209169043408,713,920,False,2663,0.4326451770611172,"[0.0, 0.2306676087652234, 0.0, 0.7693323912347766, 0.0, 0.0]","[0.13648602651289402, 0.6380167820867998, 0.17680602147036603, 0.6433119255805829, 0.19270705124433607, 0.19891702824182986]"
1000050,simple,0.15941108961907333,419,520,False,1333,0.8825751534771936,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.23941298503127872, 0.2544065864968822, 0.24886519044707467, 0.23034222252004524, 0.21198166273932129, 0.8892735608158241]"
1000051,medium,0.640830088263167,365,920,False,3010,0.533830209691679,"[0.0, 0.6683414555315724, 0.0, 0.14198488768757556, 0.189673656780852, 0.0]","[0.18559417123257155, 0.5582129905590305, 0.15213305611625963, 0.5967396670464765, 0.5463009394249458, 0.12865121231458537]"
1000052,complex,0.8636907742639787,1375,1450,True,4391,0.19335373793649058,"[0.0, 0.288899954680576, 0.4905528373180557, 0.11166346142660728, 0.10888374657476124, 0.0]","[0.13577621624262273, 0.4049185220923208, 0.2366050038225116, 0.12808431716478438, 0.4133390569372418, 0.1298481319225988]"
1000053,simple,0.30103126753498904,243,520,False,1494,0.4746816737279088,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.23378878679717088, 0.6238759804705447, 0.24199641357531826, 0.22611554966534375, 0.2581390563851409, 0.2128242151472162]"
1000054,complex,0.9126345966614762,1222,1450,True,5071,0.16211593070399988,"[0.27968350323232616, 0.43042055287701864, 0.0, 0.22510580809922692, 0.05406829647621602, 0.010721839315212285]","[0.1172191778099968, 0.2857597739056984, 0.18785810456385257, 0.3090854913030613, 0.46605391172941496, 0.4526355048870054]"
1000055,complex,0.9060435789518931,1286,1450,True,4378,0.38453069011021335,"[0.0, 0.11974014792004868, 0.0, 0.2623375792548174, 0.49749238158800063, 0.12042989123713325]","[0.08716992521815639, 0.44970216656679146, 0.0805213208667668, 0.36264617557046946, 0.41941987879272896, 0.2684272974420778]"
1000056,medium,0.5752809730525327,510,920,False,2471,0.5712064782689065,"[0.31283461024344283, 0.0, 0.6871653897565572, 0.0, 0.0, 0.0]","[0.46592437753050103, 0.1588231032831961, 0.6528296828287345, 0.1396728258114719, 0.12580783156455969, 0.18831577977342323]"
1000057,medium,0.5442143098291454,370,920,False,2606,0.5072585098156448,"[0.5400336473946388, 0.4599663526053613, 0.0, 0.0, 0.0, 0.0]","[0.4569969081057699, 0.6340636423921421, 0.14620502649595568, 0.0765154069204864, 0.1449960148543943, 0.1436350604489221]"
1000058,simple,0.3164384304375101,378,520,True,1498,0.661700929664539,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.17544261050393486, 0.2615888007322542, 0.7866844707800215, 0.23502165492608595, 0.22398060040709375, 0.2424867696085865]"
1000059,medium,0.41171514079891225,512,920,False,2134,0.5027438012423312,"[0.0, 0.0, 0.1876303103551515, 0.0, 0.8123696896448487, 0.0]","[0.20698442488286808, 0.13191391528478455, 0.6686800557891046, 0.1406049095739225, 0.5451169948250121, 0.1696561565158892]"
1000060,complex,0.8709726866517833,923,1450,False,4483,0.37456306538350054,"[0.09724291774808702, 0.5063156901705417, 0.11407547007025266, 0.18904464543704036, 0.09332127657407821, 0.0]","[0.5267490349823144, 0.5293480661767246, 0.4278502186123514, 0.3716967162904783, 0.3857300671215066, 0.15967251753022488]"
1000061,simple,0.3367542924699945,243,520,True,1701,0.4515511887911999,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44364848039880067, 0.21971439462435316, 0.20963214309901854, 0.20051695450856086, 0.20187858445151777, 0.20861746724720928]"
1000062,simple,0.1605817652279239,362,520,False,1378,0.5844931525430858,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5704611483415541, 0.2253517614322961, 0.17366793855595858, 0.2410083331997905, 0.23785373957462153, 0.17883205211967426]"
1000063,medium,0.6790968964626749,411,920,False,2466,0.6094117063696617,"[0.6662877416997506, 0.0, 0.0, 0.0, 0.3337122583002495, 0.0]","[0.5361898967509395, 0.14480937467947624, 0.1385432607780498, 0.18033176894303704, 0.5678527935884892, 0.20804943743677823]"
1000064,simple,0.3208016193341534,232,520,False,1523,0.8708487896780942,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.22159944483919358, 0.20346351461957254, 0.288, 0.2452428052386869, 0.813652843102496, 0.28139772834711074]"
1000065,medium,0.4861577186217521,654,920,True,2173,0.5191164203259462,"[0.3558851064572478, 0.0, 0.0, 0.0, 0.0, 0.6441148935427522]","[0.3912945374350325, 0.21889565780624667, 0.1751082779346435, 0.1627656699252631, 0.15753507798731498, 0.5773358906301254]"
1000066,medium,0.35777599417005274,408,920,False,2620,0.5566984636199187,"[0.0, 0.0, 0.36093609085249917, 0.20372005029752055, 0.0, 0.4353438588499804]","[0.15923412635224868, 0.22365509486056565, 0.698137371389449, 0.5035326313679697, 0.15807812459731796, 0.6139832175579716]"
1000067,simple,0.2637919010393313,365,520,False,1002,0.7125510434421107,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.28346763148772686, 0.25360706893720436, 0.6491347456707199, 0.16626920250067773, 0.27793278476982564, 0.22003661634473473]"
1000068,simple,0.26520945319981826,380,520,False,1554,0.7916616521798184,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.2079792827115184, 0.8254035952904287, 0.22810264667407987, 0.26502812199601034, 0.26118133555832196, 0.25115887891326727]"
1000069,medium,0.4316705961081512,658,920,False,3043,0.5220600014838601,"[0.7946521029096508, 0.16385166354913702, 0.04149623354121214, 0.0, 0.0, 0.0]","[0.6457380181896655, 0.6504259231683274, 0.6598712920121912, 0.16273579372879823, 0.142087431464655, 0.22124135541708168]"
1000070,complex,0.8549306712974103,1109,1450,False,3316,0.3392958692844241,"[0.24143004245229413, 0.0, 0.0, 0.0, 0.19268516305742656, 0.5658847944902794]","[0.37764180924078267, 0.12416038851903742, 0.05366275646807624, 0.1494261470167881, 0.5383049378855823, 0.3042047463167038]"
1000071,complex,0.7458867268450933,1545,1450,False,4616,0.3209377281709504,"[0.5647222669896446, 0.009095589781508923, 0.11876596763141975, 0.11052857282786861, 0.0, 0.19688760276955808]","[0.327964468872753, 0.3079699956751031, 0.33164068979224837, 0.4503812304182523, 0.11792199219708772, 0.43819202762951015]"
1000072,medium,0.5550766773755782,689,920,True,2462,0.4253555942084514,"[0.1959064908371265, 0.0, 0.0, 0.8040935091628737, 0.0, 0.0]","[0.2632293930706019, 0.16391248143062928, 0.14076780233561428, 0.5527838512754729, 0.18875620283606329, 0.12106446933105498]"
1000073,simple,0.29379763641296086,231,520,False,1554,0.7432588483293322,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.24306086439254806, 0.7399299152453755, 0.19720830601592487, 0.21838429868281975, 0.20404596412557208, 0.2515767706128731]"
1000074,simple,0.1825392697883938,203,520,True,1227,0.4356315447125621,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38042468961809456, 0.2029021938949817, 0.23717293331779, 0.215205878117289, 0.20865656399450264, 0.28430799614970653]"
1000075,simple,0.20095152156819618,181,520,False,1216,0.8725157078273877,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.1973208145861493, 0.18972990856980793, 0.23447793449036974, 0.288, 0.8102279753368666, 0.18949457322867927]"
1000076,medium,0.43398165123469146,590,920,False,2605,0.591682856896781,"[0.26407578895364825, 0.0, 0.7359242110463518, 0.0, 0.0, 0.0]","[0.6353903057749255, 0.16446949690707255, 0.5011573118763623, 0.1665904211008302, 0.16426202433951456, 0.1691838771499124]"
1000077,complex,0.8401392986635563,1406,1450,False,3318,0.3148957841276102,"[0.0, 0.0, 0.0, 0.14861988975362453, 0.25338348817012707, 0.5979966220762484]","[0.12446418715737835, 0.17005008220825799, 0.09414438895179189, 0.3470340939524905, 0.3464070927297987, 0.36355177616321366]"
1000078,medium,0.6296403412601053,808,920,True,3301,0.4255219155085768,"[0.4721799971434631, 0.0, 0.424014997886449, 0.0, 0.0, 0.103805004970088]","[0.2927582524873541, 0.16541795864985823, 0.5271292672748105, 0.15243492181112558, 0.1351126505921857, 0.49763960518844336]"
1000079,simple,0.2546522468431889,377,520,False,1420,0.7930639445557528,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.2599354290528084, 0.22844110214531993, 0.2139714463974348, 0.25030562900246756, 0.24100722996110815, 0.8284076091863252]"
1000080,simple,0.2745174230187063,384,520,False,1423,0.8847725939249285,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7867732288669368, 0.23302810356033182, 0.27371050005900777, 0.24517124256862696, 0.21229863589985842, 0.19478231632183649]"
1000081,medium,0.4131539386905026,802,920,True,2826,0.41920389555558235,"[0.2843022924521741, 0.15410873767209157, 0.0, 0.0, 0.0, 0.5615889698757345]","[0.29171970013851745, 0.6573830227442752, 0.22213961687139785, 0.11946561324556043, 0.15702025498935426, 0.5216876792308411]"
1000082,complex,0.7918643360728228,1544,1450,True,3878,0.18525865005665104,"[0.4752374939093548, 0.0, 0.14616471103938758, 0.0, 0.2915459098759398, 0.08705188517531778]","[0.17462795380497287, 0.16878216485975953, 0.26095614540665435, 0.10228836218972288, 0.30222972189149433, 0.21573540794578067]"
1000083,medium,0.49967983260428295,680,920,False,2591,0.7239982311766945,"[0.5840897705206974, 0.0, 0.10452018628742916, 0.31139004319187347, 0.0, 0.0]","[0.6963647620883168, 0.16120183125060686, 0.575486021067695, 0.7119264992704075, 0.09225895717295335, 0.13915618749259148]"
1000084,simple,0.33310753679438104,342,520,True,1394,0.7588137899074959,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.19107509149672988, 0.24135339750649173, 0.19571486808869212, 0.2500898702315081, 0.20825472362108416, 0.7180924513297013]"
1000085,simple,0.09984094452834473,195,520,False,1288,0.8066711638044987,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.27561178163466593, 0.865675521956518, 0.2531773315099492, 0.22541760288268814, 0.22823011822658318, 0.2269594692700881]"
1000086,medium,0.39954203716354764,609,920,False,2257,0.49457630804165165,"[0.0, 0.13701994420334207, 0.0, 0.0, 0.0, 0.8629800557966579]","[0.15738985105984987, 0.5639030771373187, 0.15351110963289294, 0.17523388442495208, 0.12166894958811768, 0.5034837737927951]"
1000087,simple,0.22511654742240284,304,520,False,1719,0.9767581669092358,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.2507771025657719, 0.24212747475409518, 0.1924129490109841, 0.27152796492920583, 0.27389490818438605, 0.8721843574898008]"
1000088,medium,0.35289533719755123,642,920,False,3100,0.6553288231933785,"[0.0, 0.0, 0.28876903729863485, 0.5280264113198588, 0.1832045513815062, 0.0]","[0.1613108158145466, 0.16259846755203894, 0.43501967004265585, 0.6485460215469012, 0.7812581353425335, 0.19772852237699326]"
1000089,simple,0.21225275055950188,398,520,False,1527,0.9018099082810708,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.288, 0.288, 0.8704998938919528, 0.22114257041290813, 0.23973823760400398, 0.2569126385205345]"
1000090,medium,0.6453382396804952,759,920,False,3100,0.5376983036208878,"[0.0, 0.0, 0.39610845076937257, 0.0, 0.45399894498888405, 0.14989260424174336]","[0.1917910426738742, 0.1747685953855402, 0.4726482446318445, 0.15820406348751342, 0.5259583804211952, 0.5597091451211013]"
1000091,simple,0.23622763645670708,188,520,False,1331,0.7490110592419655,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7596227362928197, 0.2218149242100729, 0.21606046910794333, 0.2378416480985088, 0.25422189849121446, 0.23347318637084102]"
1000092,medium,0.5931973208777291,717,920,False,2352,0.6444927050041496,"[0.5629437800374734, 0.0, 0.0, 0.4370562199625267, 0.0, 0.0]","[0.5758790936027729, 0.16279866979916097, 0.13077589748290455, 0.643654233678391, 0.20988624273375567, 0.15288444839870555]"
1000093,complex,0.9163772295990957,958,1450,False,3542,0.38146709916930954,"[0.26452835016242154, 0.0, 0.0, 0.5437586800830015, 0.191712969754577, 0.0]","[0.2918158327757834, 0.13609344048340374, 0.14193104926084193, 0.4232581159629759, 0.37676150772455747, 0.12360462977166231]"
1000094,simple,0.3119636508210549,370,520,False,1632,0.8723877066289305,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.23193833349143542, 0.23781553494056792, 0.2195024309074816, 0.9386149531314714, 0.2801191680866539, 0.24303722261659494]"
1000095,medium,0.5680426483051645,480,920,True,3034,0.5265498291597115,"[0.4470461613233479, 0.0, 0.25886851193371596, 0.0, 0.0, 0.2940853267429362]","[0.5477823057202484, 0.14825585849560716, 0.6255309400247999, 0.20643592897367935, 0.1573039807187667, 0.5914711596473776]"
1000096,simple,0.30378611395201144,326,520,False,1624,0.6156782566931501,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5673900667568152, 0.288, 0.18856208546032255, 0.21566657426227634, 0.18269755243858157, 0.26736657877568376]"
1000097,medium,0.48866475533007536,652,920,False,2224,0.4711061602105113,"[0.7735371027367658, 0.22646289726323418, 0.0, 0.0, 0.0, 0.0]","[0.46712290393326733, 0.5280562119225143, 0.14723279487721627, 0.15342490137500508, 0.16531347474282973, 0.18615667645220746]"
1000098,simple,0.24354853338730587,299,520,False,1668,0.710564887697969,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7226154382915972, 0.2539571370250707, 0.2010335323649879, 0.20749323712583834, 0.1750799916637529, 0.21321137959353362]"
1000099,simple,0.32314330080748516,235,520,False,1346,0.7032996263277256,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.20104148108171607, 0.6683593539947041, 0.22042065114248213, 0.20918808997314936, 0.288, 0.2364424012462369]"
1000100,medium,0.4078371308906166,658,920,False,2182,0.3882220873685605,"[0.8005645768000664, 0.1994354231999336, 0.0, 0.0, 0.0, 0.0]","[0.37855138287592727, 0.6155758156536267, 0.19177562099977188, 0.19345343597191766, 0.173027366796849, 0.18298524058066515]"
